"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 18 11:01:17 CET 2023","Wed Jan 18 11:01:26 CET 2023","8736","","apitest.spec.js","This is for demo","","","Login and buy item",""
